Week,y
2011-01-02,0.0
2011-01-09,0.0
2011-01-16,0.0
2011-01-23,0.0
2011-01-30,0.0
2011-02-06,0.0
2011-02-13,0.0
2011-02-20,0.0
2011-02-27,0.0
2011-03-06,0.0
2011-03-13,0.0
2011-03-20,0.0
2011-03-27,0.0
2011-04-03,0.0
2011-04-10,0.0
2011-04-17,0.0
2011-04-24,0.0
2011-05-01,0.0
2011-05-08,0.0
2011-05-15,0.0
2011-05-22,0.0
2011-05-29,0.0
2011-06-05,0.0
2011-06-12,0.0
2011-06-19,0.0
2011-06-26,0.0
2011-07-03,0.0
2011-07-10,0.0
2011-07-17,0.0
2011-07-24,0.0
2011-07-31,0.0
2011-08-07,0.0
2011-08-14,0.0
2011-08-21,0.0
2011-08-28,0.0
2011-09-04,0.0
2011-09-11,0.0
2011-09-18,0.0
2011-09-25,0.0
2011-10-02,0.0
2011-10-09,0.0
2011-10-16,0.0
2011-10-23,0.0
2011-10-30,0.0
2011-11-06,0.0
2011-11-13,0.0
2011-11-20,0.0
2011-11-27,0.0
2011-12-04,0.0
2011-12-11,0.0
2011-12-18,0.0
2011-12-25,0.0
2012-01-01,711.9289340101524
2012-01-08,8055.837563451775
2012-01-15,8925.126903553297
2012-01-22,8909.89847715736
2012-01-29,8596.446700507611
2012-02-05,4402.284263959391
2012-02-12,2993.6548223350246
2012-02-19,8610.40609137056
2012-02-26,10244.923857868022
2012-03-04,6786.802030456854
2012-03-11,5699.238578680204
2012-03-18,9134.51776649746
2012-03-25,10263.959390862949
2012-04-01,9513.95939086294
2012-04-08,7869.289340101522
2012-04-15,2675.126903553299
2012-04-22,4569.796954314721
2012-04-29,5387.055837563453
2012-05-06,5315.989847715737
2012-05-13,5008.883248730965
2012-05-20,5319.79695431472
2012-05-27,4913.705583756344
2012-06-03,5067.258883248731
2012-06-10,3058.3756345177662
2012-06-17,1709.390862944162
2012-06-24,1437.817258883248
2012-07-01,1295.685279187816
2012-07-08,1387.0558375634512
2012-07-15,1459.3908629441617
2012-07-22,1458.1218274111668
2012-07-29,1450.5076142131973
2012-08-05,1196.700507614212
2012-08-12,1195.4314720812172
2012-08-19,1470.8121827411164
2012-08-26,1275.3807106598977
2012-09-02,1285.532994923857
2012-09-09,1329.9492385786791
2012-09-16,1166.2436548223338
2012-09-23,1359.137055837563
2012-09-30,1360.4060913705575
2012-10-07,1529.187817258883
2012-10-14,1459.390862944162
2012-10-21,1223.3502538071057
2012-10-28,1307.106598984771
2012-11-04,1453.0456852791874
2012-11-11,1167.5126903553287
2012-11-18,1348.9847715736037
2012-11-25,1374.365482233502
2012-12-02,1510.1522842639588
2012-12-09,1737.30964467005
2012-12-16,1949.238578680203
2012-12-23,1544.416243654822
2012-12-30,1434.0101522842633
2013-01-06,1818.527918781726
2013-01-13,1385.786802030456
2013-01-20,1483.5025380710651
2013-01-27,1573.6040609137044
2013-02-03,1737.30964467005
2013-02-10,2616.7512690355347
2013-02-17,2195.4314720812176
2013-02-24,1634.5177664974613
2013-03-03,1987.30964467005
2013-03-10,1513.959390862943
2013-03-17,1517.766497461928
2013-03-24,1423.8578680203036
2013-03-31,1562.1827411167503
2013-04-07,1507.6142131979689
2013-04-14,1383.248730964466
2013-04-21,1455.5837563451769
2013-04-28,1427.664974619288
2013-05-05,1648.4771573604055
2013-05-12,1564.7208121827412
2013-05-19,1678.9340101522844
2013-05-26,5185.279187817262
2013-06-02,6639.593908629442
2013-06-09,5081.218274111676
2013-06-16,2809.6446700507618
2013-06-23,3940.355329949238
2013-06-30,1404.8223350253804
2013-07-07,7398.477157360408
2013-07-14,2739.8477157360417
2013-07-21,1499.9999999999998
2013-07-28,1256.3451776649745
2013-08-04,813.451776649745
2013-08-11,2151.0152284263954
2013-08-18,4855.329949238581
2013-08-25,10203.045685279196
2013-09-01,2549.492385786802
2013-09-08,8727.157360406098
2013-09-15,10295.685279187825
2013-09-22,10147.208121827418
2013-09-29,9969.543147208127
2013-10-06,10818.52791878173
2013-10-13,11137.055837563454
2013-10-20,7701.776649746197
2013-10-27,4631.9796954314725
2013-11-03,5319.79695431472
2013-11-10,11005.076142131984
2013-11-17,10809.644670050764
2013-11-24,11384.517766497464
2013-12-01,11288.07106598985
2013-12-08,2281.725888324873
2013-12-15,1369.2893401015224
2013-12-22,1532.994923857868
2013-12-29,1413.7055837563444
2014-01-05,1370.5583756345177
2014-01-12,1614.213197969543
2014-01-19,1815.989847715736
2014-01-26,1493.654822335025
2014-02-02,1611.675126903553
2014-02-09,1488.5786802030452
2014-02-16,1635.7868020304566
2014-02-23,1436.5482233502537
2014-03-02,1565.9898477157358
2014-03-09,1543.147208121827
2014-03-16,1444.1624365482226
2014-03-23,1251.2690355329942
2014-03-30,2251.2690355329955
2014-04-06,1970.812182741116
2014-04-13,1552.0304568527913
2014-04-20,1407.36040609137
2014-04-27,3077.411167512689
2014-05-04,1359.137055837563
2014-05-11,5515.228426395938
2014-05-18,3402.28426395939
2014-05-25,3352.791878172587
2014-06-01,1189.0862944162432
2014-06-08,2609.1370558375643
2014-06-15,931.4720812182732
2014-06-22,1744.9238578680204
2014-06-29,916.243654822334
2014-07-06,1331.2182741116742
2014-07-13,1986.0406091370555
2014-07-20,1152.2842639593905
2014-07-27,1166.2436548223343
2014-08-03,6032.9949238578665
2014-08-10,8275.380710659902
2014-08-17,10560.913705583764
2014-08-24,10762.690355329956
2014-08-31,11148.47715736041
2014-09-07,10135.78680203046
2014-09-14,10317.258883248733
2014-09-21,2015.2284263959384
2014-09-28,944.1624365482222
2014-10-05,969.5431472081208
2014-10-12,1228.4263959390853
2014-10-19,1286.8020304568522
2014-10-26,935.2791878172576
2014-11-02,977.1573604060904
2014-11-09,1222.081218274111
2014-11-16,1394.6700507614207
2014-11-23,1303.2994923857862
2014-11-30,1540.6091370558374
2014-12-07,1374.3654822335025
2014-12-14,1420.0507614213195
2014-12-21,1331.2182741116749
2014-12-28,1461.928934010152
2015-01-04,713.1979695431472
